dataset,local_path,drive_link
p1_wqp_inventory_aoi_doc,1_inventory/out/p1_wqp_inventory_aoi_doc.rds,https://drive.google.com/file/d/1TNnrG-AFYvB0aB2s6E8pONuPyRRfwuCL/view?usp=drivesdk
