dataset,local_path,drive_link
p1_wqp_params_sdd,1_inventory/out/p1_wqp_params_sdd.rds,https://drive.google.com/file/d/1l1Kt-fAEsTKaZjIdGXYp3gYypqmC5aPf/view?usp=sharing
